"calcurve","nuc_nb","transition","mean","cv","nb_calcurve","date","level"
"G",20,12,9589,"7.9%",3,"20181218",0.1
"G",21,1,5238,"19.2%",3,"20181218",0.1
"G",21,2,1083,"21%",3,"20181218",0.1
"G",21,12,6328,"18.4%",3,"20181218",0.1
"G",22,1,11494,"15%",3,"20181218",0.1
"G",22,2,819,"24.1%",3,"20181218",0.1
"G",22,12,12467,"14.8%",3,"20181218",0.1
"G",23,1,6096,"14.6%",3,"20181218",0.1
"G",23,2,5143,"17.1%",3,"20181218",0.1
"G",23,12,11254,"14.7%",3,"20181218",0.1
"G",24,1,5851,"20.2%",3,"20181218",0.1
"G",24,2,1579,"17.7%",3,"20181218",0.1
"G",24,12,7315,"18.5%",3,"20181218",0.1
"G",25,1,5191,"21.5%",3,"20181218",0.1
"G",25,2,789,"25.8%",3,"20181218",0.1
"G",25,12,5970,"21.3%",3,"20181218",0.1
"G",26,1,9527,"16%",3,"20181218",0.1
"G",26,2,8768,"17.9%",3,"20181218",0.1
"G",26,12,18237,"16.5%",3,"20181218",0.1
"G",27,1,8316,"18.9%",3,"20181218",0.1
"G",27,2,818,"25.2%",3,"20181218",0.1
"G",27,12,9038,"18.8%",3,"20181218",0.1
"G",28,1,93,"67.1%",3,"20181218",0.1
"G",28,2,26,"141.5%",3,"20181218",0.1
"G",28,12,139,"48.6%",3,"20181218",0.1
"G",29,1,104,"68.7%",3,"20181218",0.1
"G",29,2,2365,"20.4%",3,"20181218",0.1
"G",29,12,2436,"21.3%",3,"20181218",0.1
"G",30,1,519,"26.8%",3,"20181218",0.1
"G",30,2,1005,"24%",3,"20181218",0.1
"G",30,12,1519,"19.5%",3,"20181218",0.1
"G",31,1,541,"29.7%",3,"20181218",0.1
"G",35,12,1251,"18.9%",3,"20181218",0.1
"G",36,1,715,"24.7%",3,"20181218",0.1
"G",32,1,69,"79.7%",3,"20181218",0.1
"G",32,2,771,"23.6%",3,"20181218",0.1
"G",32,12,865,"22.7%",3,"20181218",0.1
"G",33,1,309,"29.5%",3,"20181218",0.1
"G",33,2,298,"43.1%",3,"20181218",0.1
"G",33,12,610,"26.2%",3,"20181218",0.1
"G",34,1,1523,"21.1%",3,"20181218",0.1
"G",34,2,16356,"10.4%",3,"20181218",0.1
"G",34,12,17870,"10.7%",3,"20181218",0.1
"G",35,1,498,"27.6%",3,"20181218",0.1
"G",35,2,737,"26.3%",3,"20181218",0.1
"G",36,2,463,"30.1%",3,"20181218",0.1
"G",36,12,1247,"20.2%",3,"20181218",0.1
"H",1,1,28,"121.6%",1,"20181217",0.05
"H",1,2,1,"1903.4%",1,"20181217",0.05
"H",6,12,2491,"69.6%",1,"20181217",0.05
"H",7,1,496,"80.7%",1,"20181217",0.05
"H",7,2,50,"175%",1,"20181217",0.05
"H",7,12,505,"93.3%",1,"20181217",0.05
"H",8,1,6,"758.1%",1,"20181217",0.05
"H",8,2,63,"232.8%",1,"20181217",0.05
"H",8,12,93,"194.5%",1,"20181217",0.05
"H",9,1,822,"76%",1,"20181217",0.05
"H",9,2,52,"202.7%",1,"20181217",0.05
"H",9,12,923,"77.1%",1,"20181217",0.05
"H",10,1,65,"91.2%",1,"20181217",0.05
"H",10,2,50,"95.4%",1,"20181217",0.05
"H",10,12,119,"71.4%",1,"20181217",0.05
"H",11,1,0,"Inf%",1,"20181217",0.05
"H",11,2,2,"1892.1%",1,"20181217",0.05
"H",11,12,5,"1753.4%",1,"20181217",0.05
"H",12,1,743,"78.3%",1,"20181217",0.05
"H",12,2,104,"110.1%",1,"20181217",0.05
"H",12,12,885,"76.1%",1,"20181217",0.05
"H",13,1,551,"92.4%",1,"20181217",0.05
"H",13,2,211,"92%",1,"20181217",0.05
"H",13,12,721,"95%",1,"20181217",0.05
"H",14,1,14176,"67%",1,"20181217",0.05
"H",14,2,6160,"67.1%",1,"20181217",0.05
"H",14,12,19948,"68%",1,"20181217",0.05
"H",1,12,36,"128.3%",1,"20181217",0.05
"H",2,1,315,"105.1%",1,"20181217",0.05
"H",2,2,97,"134.4%",1,"20181217",0.05
"H",2,12,474,"92.4%",1,"20181217",0.05
"H",3,1,1170,"127.4%",1,"20181217",0.05
"H",3,2,4186,"91%",1,"20181217",0.05
"H",3,12,5356,"98.7%",1,"20181217",0.05
"H",4,1,274,"133.9%",1,"20181217",0.05
"H",4,2,202,"127.9%",1,"20181217",0.05
"H",4,12,477,"127.5%",1,"20181217",0.05
"H",5,1,113,"154.3%",1,"20181217",0.05
"H",5,2,233,"80.1%",1,"20181217",0.05
"H",5,12,370,"84%",1,"20181217",0.05
"H",6,1,181,"90.2%",1,"20181217",0.05
"H",6,2,2241,"70.7%",1,"20181217",0.05
"H",33,2,47,"189.5%",1,"20181217",0.05
"H",33,12,136,"130.8%",1,"20181217",0.05
"H",34,1,415,"96.4%",1,"20181217",0.05
"H",34,2,5132,"78.5%",1,"20181217",0.05
"H",34,12,5605,"78.7%",1,"20181217",0.05
"H",35,1,113,"135.5%",1,"20181217",0.05
"H",35,2,129,"147.2%",1,"20181217",0.05
"H",35,12,302,"109.2%",1,"20181217",0.05
"H",36,1,127,"163.3%",1,"20181217",0.05
"H",36,2,82,"164.3%",1,"20181217",0.05
"H",36,12,212,"153.3%",1,"20181217",0.05
"H",1,1,79,"66%",2,"20181217",0.05
"H",1,2,45,"75.6%",2,"20181217",0.05
"H",1,12,133,"42.2%",2,"20181217",0.05
"H",2,1,894,"17.8%",2,"20181217",0.05
"H",2,2,269,"37.6%",2,"20181217",0.05
"H",2,12,1161,"17.7%",2,"20181217",0.05
"H",3,1,3715,"9.6%",2,"20181217",0.05
"H",3,2,9497,"7.9%",2,"20181217",0.05
"H",3,12,13254,"7%",2,"20181217",0.05
"H",4,1,947,"13.4%",2,"20181217",0.05
"H",4,2,1344,"47.4%",2,"20181217",0.05
"H",4,12,2266,"27.7%",2,"20181217",0.05
"H",5,1,379,"27.5%",2,"20181217",0.05
"H",5,2,2813,"23.8%",2,"20181217",0.05
"H",5,12,3249,"20.9%",2,"20181217",0.05
"H",6,1,446,"19.4%",2,"20181217",0.05
"H",6,2,4350,"8.5%",2,"20181217",0.05
"H",6,12,4740,"8%",2,"20181217",0.05
"H",7,1,1026,"18.6%",2,"20181217",0.05
"H",7,2,186,"39.3%",2,"20181217",0.05
"H",7,12,1237,"16.5%",2,"20181217",0.05
"H",8,1,66,"57.3%",2,"20181217",0.05
"H",8,2,329,"27.1%",2,"20181217",0.05
"H",8,12,382,"26.8%",2,"20181217",0.05
"H",9,1,1560,"14.3%",2,"20181217",0.05
"H",9,2,201,"40.1%",2,"20181217",0.05
"H",9,12,1767,"13.8%",2,"20181217",0.05
"H",10,1,133,"48.9%",2,"20181217",0.05
"H",10,2,87,"68.3%",2,"20181217",0.05
"H",10,12,223,"41.4%",2,"20181217",0.05
"H",11,1,57,"87.1%",2,"20181217",0.05
"H",11,2,72,"47.8%",2,"20181217",0.05
"H",11,12,130,"45.8%",2,"20181217",0.05
"H",12,1,1324,"15.2%",2,"20181217",0.05
"H",12,2,191,"50.2%",2,"20181217",0.05
"H",12,12,1559,"14.3%",2,"20181217",0.05
"H",13,1,1170,"15%",2,"20181217",0.05
"H",13,2,373,"32%",2,"20181217",0.05
"H",13,12,1536,"13.9%",2,"20181217",0.05
"H",14,1,21379,"8.2%",2,"20181217",0.05
"H",14,2,9542,"9.8%",2,"20181217",0.05
"H",14,12,30732,"7.9%",2,"20181217",0.05
"H",15,1,3408,"11.6%",2,"20181217",0.05
"H",15,2,228,"47.4%",2,"20181217",0.05
"H",15,12,3720,"11.5%",2,"20181217",0.05
"H",16,1,2156,"15.4%",2,"20181217",0.05
"H",16,2,659,"29.9%",2,"20181217",0.05
"H",16,12,2891,"13.8%",2,"20181217",0.05
"H",17,1,593,"23.3%",2,"20181217",0.05
"H",17,2,139,"45.7%",2,"20181217",0.05
"H",17,12,735,"19.9%",2,"20181217",0.05
"H",18,1,2826,"11.9%",2,"20181217",0.05
"H",18,2,4099,"9.8%",2,"20181217",0.05
"H",18,12,6929,"9.1%",2,"20181217",0.05
"H",19,1,4185,"10.1%",2,"20181217",0.05
"H",15,1,2143,"71.7%",1,"20181217",0.05
"H",15,2,96,"120.4%",1,"20181217",0.05
"H",15,12,2266,"72%",1,"20181217",0.05
"H",16,1,1330,"75.6%",1,"20181217",0.05
"H",16,2,277,"106.4%",1,"20181217",0.05
"H",16,12,1762,"72.7%",1,"20181217",0.05
"H",17,1,264,"97.4%",1,"20181217",0.05
"H",17,2,41,"239.8%",1,"20181217",0.05
"H",17,12,372,"89.9%",1,"20181217",0.05
"H",18,1,1751,"72.2%",1,"20181217",0.05
"H",18,2,2632,"72.4%",1,"20181217",0.05
"H",18,12,4604,"68.3%",1,"20181217",0.05
"H",19,1,2807,"68.9%",1,"20181217",0.05
"H",19,2,200,"80.8%",1,"20181217",0.05
"H",19,12,3081,"67.3%",1,"20181217",0.05
"H",20,1,1064,"75.7%",1,"20181217",0.05
"H",20,2,1731,"74.4%",1,"20181217",0.05
"H",20,12,2795,"74.1%",1,"20181217",0.05
"H",21,1,1743,"70.4%",1,"20181217",0.05
"H",21,2,277,"90%",1,"20181217",0.05
"H",21,12,2048,"71.1%",1,"20181217",0.05
"H",22,1,4537,"60.4%",1,"20181217",0.05
"H",22,2,261,"76.7%",1,"20181217",0.05
"H",22,12,4797,"60.9%",1,"20181217",0.05
"H",23,1,2089,"66.3%",1,"20181217",0.05
"H",23,2,1590,"72.5%",1,"20181217",0.05
"H",23,12,3868,"64.9%",1,"20181217",0.05
"H",24,1,1723,"76.8%",1,"20181217",0.05
"H",24,2,627,"66%",1,"20181217",0.05
"H",24,12,2350,"71%",1,"20181217",0.05
"H",25,1,1811,"68.7%",1,"20181217",0.05
"H",25,2,221,"82.6%",1,"20181217",0.05
"H",25,12,2080,"67.2%",1,"20181217",0.05
"H",26,1,3329,"63.9%",1,"20181217",0.05
"H",26,2,2927,"69.2%",1,"20181217",0.05
"H",26,12,6374,"64.8%",1,"20181217",0.05
"H",27,1,2807,"70%",1,"20181217",0.05
"H",27,2,239,"78.1%",1,"20181217",0.05
"H",27,12,3057,"69.8%",1,"20181217",0.05
"H",28,1,0,"Inf%",1,"20181217",0.05
"H",28,2,0,"Inf%",1,"20181217",0.05
"H",28,12,3,"1564.9%",1,"20181217",0.05
"H",29,1,2,"1539.5%",1,"20181217",0.05
"H",29,2,372,"96.8%",1,"20181217",0.05
"H",29,12,372,"102.3%",1,"20181217",0.05
"H",30,1,83,"125.2%",1,"20181217",0.05
"H",30,2,172,"110.9%",1,"20181217",0.05
"H",30,12,255,"111.4%",1,"20181217",0.05
"H",31,1,80,"142.5%",1,"20181217",0.05
"H",31,2,173,"111.6%",1,"20181217",0.05
"H",31,12,260,"110.3%",1,"20181217",0.05
"H",32,1,0,"Inf%",1,"20181217",0.05
"H",32,2,105,"155.6%",1,"20181217",0.05
"H",32,12,109,"158%",1,"20181217",0.05
"H",33,1,44,"223.3%",1,"20181217",0.05
"H",1,12,153,"57.4%",3,"20181217",0.05
"H",2,1,1059,"16%",3,"20181217",0.05
"H",2,2,308,"27.1%",3,"20181217",0.05
"H",2,12,1389,"13.6%",3,"20181217",0.05
"H",3,1,3820,"10.2%",3,"20181217",0.05
"H",3,2,10102,"9.6%",3,"20181217",0.05
"H",3,12,13792,"9%",3,"20181217",0.05
"H",4,1,980,"15.7%",3,"20181217",0.05
"H",4,2,458,"26.3%",3,"20181217",0.05
"H",4,12,1423,"14.2%",3,"20181217",0.05
"H",5,1,389,"29.6%",3,"20181217",0.05
"H",5,2,1374,"13.3%",3,"20181217",0.05
"H",5,12,1786,"12.8%",3,"20181217",0.05
"H",6,1,453,"26.3%",3,"20181217",0.05
"H",6,2,4394,"22.7%",3,"20181217",0.05
"H",6,12,4883,"20.3%",3,"20181217",0.05
"H",7,1,994,"18.8%",3,"20181217",0.05
"H",7,2,183,"44.1%",3,"20181217",0.05
"H",7,12,1191,"17.7%",3,"20181217",0.05
"H",8,1,68,"75.1%",3,"20181217",0.05
"H",8,2,326,"30.8%",3,"20181217",0.05
"H",8,12,422,"27.3%",3,"20181217",0.05
"H",9,1,1595,"18.3%",3,"20181217",0.05
"H",9,2,207,"43.1%",3,"20181217",0.05
"H",9,12,1816,"16%",3,"20181217",0.05
"H",10,1,119,"46.2%",3,"20181217",0.05
"H",10,2,104,"45.1%",3,"20181217",0.05
"H",10,12,214,"38.7%",3,"20181217",0.05
"H",11,1,71,"83%",3,"20181217",0.05
"H",11,2,56,"72.2%",3,"20181217",0.05
"H",11,12,136,"51.4%",3,"20181217",0.05
"H",12,1,1381,"17.8%",3,"20181217",0.05
"H",12,2,207,"41.9%",3,"20181217",0.05
"H",12,12,1558,"16.7%",3,"20181217",0.05
"H",13,1,1262,"23%",3,"20181217",0.05
"H",13,2,419,"29.5%",3,"20181217",0.05
"H",13,12,1638,"18.4%",3,"20181217",0.05
"H",14,1,24088,"8.3%",3,"20181217",0.05
"H",14,2,10567,"10.8%",3,"20181217",0.05
"H",14,12,34416,"8.4%",3,"20181217",0.05
"H",15,1,3779,"17.4%",3,"20181217",0.05
"H",15,2,262,"43.7%",3,"20181217",0.05
"H",15,12,4019,"17.5%",3,"20181217",0.05
"H",16,1,2414,"11%",3,"20181217",0.05
"H",16,2,710,"20.2%",3,"20181217",0.05
"H",16,12,3154,"9.5%",3,"20181217",0.05
"H",17,1,653,"23.5%",3,"20181217",0.05
"H",17,2,156,"55.1%",3,"20181217",0.05
"H",17,12,852,"19.5%",3,"20181217",0.05
"H",18,1,3161,"14.2%",3,"20181217",0.05
"H",18,2,4693,"17.4%",3,"20181217",0.05
"H",18,12,7976,"14%",3,"20181217",0.05
"H",19,1,4861,"11.9%",3,"20181217",0.05
"H",19,2,341,"31.8%",3,"20181217",0.05
"H",19,12,5144,"11.5%",3,"20181217",0.05
"H",20,1,1979,"13.8%",3,"20181217",0.05
"H",20,2,3026,"19.1%",3,"20181217",0.05
"H",20,12,5011,"15.4%",3,"20181217",0.05
"H",21,1,2903,"15.3%",3,"20181217",0.05
"H",21,2,557,"24.9%",3,"20181217",0.05
"H",21,12,3523,"14%",3,"20181217",0.05
"H",22,1,6638,"8.9%",3,"20181217",0.05
"H",22,2,478,"26%",3,"20181217",0.05
"H",22,12,7167,"8.6%",3,"20181217",0.05
"H",23,1,3364,"18.5%",3,"20181217",0.05
"H",23,2,2764,"19.2%",3,"20181217",0.05
"H",19,2,314,"32.7%",2,"20181217",0.05
"H",19,12,4456,"10.1%",2,"20181217",0.05
"H",20,1,1657,"16.6%",2,"20181217",0.05
"H",20,2,2677,"15.8%",2,"20181217",0.05
"H",20,12,4407,"13%",2,"20181217",0.05
"H",21,1,2391,"15%",2,"20181217",0.05
"H",21,2,497,"31.7%",2,"20181217",0.05
"H",21,12,2950,"15.1%",2,"20181217",0.05
"H",22,1,5539,"10.9%",2,"20181217",0.05
"H",22,2,415,"26.2%",2,"20181217",0.05
"H",22,12,5902,"10.6%",2,"20181217",0.05
"H",23,1,2822,"12.3%",2,"20181217",0.05
"H",23,2,2398,"14.7%",2,"20181217",0.05
"H",23,12,5251,"10.4%",2,"20181217",0.05
"H",24,1,2804,"14.5%",2,"20181217",0.05
"H",24,2,890,"23.4%",2,"20181217",0.05
"H",24,12,3732,"13%",2,"20181217",0.05
"H",25,1,2454,"14.1%",2,"20181217",0.05
"H",25,2,367,"35.2%",2,"20181217",0.05
"H",25,12,2872,"13.9%",2,"20181217",0.05
"H",26,1,4332,"14.8%",2,"20181217",0.05
"H",26,2,4082,"15.3%",2,"20181217",0.05
"H",26,12,8485,"13.6%",2,"20181217",0.05
"H",27,1,3982,"12.3%",2,"20181217",0.05
"H",27,2,365,"31.5%",2,"20181217",0.05
"H",27,12,4388,"12.1%",2,"20181217",0.05
"H",28,1,80,"69.1%",2,"20181217",0.05
"H",28,2,13,"299.2%",2,"20181217",0.05
"H",28,12,105,"62.4%",2,"20181217",0.05
"H",29,1,39,"108.4%",2,"20181217",0.05
"H",29,2,919,"18.9%",2,"20181217",0.05
"H",29,12,967,"19.3%",2,"20181217",0.05
"H",30,1,229,"40.8%",2,"20181217",0.05
"H",30,2,372,"30.6%",2,"20181217",0.05
"H",30,12,579,"24.1%",2,"20181217",0.05
"H",31,1,197,"42.7%",2,"20181217",0.05
"H",31,2,568,"23.1%",2,"20181217",0.05
"H",31,12,741,"23.7%",2,"20181217",0.05
"H",32,1,32,"107.8%",2,"20181217",0.05
"H",32,2,339,"38.1%",2,"20181217",0.05
"H",32,12,390,"34.3%",2,"20181217",0.05
"H",33,1,191,"47.7%",2,"20181217",0.05
"H",33,2,193,"46.1%",2,"20181217",0.05
"H",33,12,402,"31.2%",2,"20181217",0.05
"H",34,1,875,"20.6%",2,"20181217",0.05
"H",34,2,8972,"7.7%",2,"20181217",0.05
"H",34,12,9866,"7.7%",2,"20181217",0.05
"H",35,1,308,"30.1%",2,"20181217",0.05
"H",35,2,381,"34.6%",2,"20181217",0.05
"H",35,12,712,"24.6%",2,"20181217",0.05
"H",36,1,471,"27.2%",2,"20181217",0.05
"H",36,2,306,"32.1%",2,"20181217",0.05
"H",36,12,751,"20.6%",2,"20181217",0.05
"H",1,1,97,"64.8%",3,"20181217",0.05
"H",1,2,46,"97.7%",3,"20181217",0.05
"H",1,1,81,"56.4%",1,"20181218",0.05
"H",1,2,47,"82.7%",1,"20181218",0.05
"H",1,12,133,"46.7%",1,"20181218",0.05
"H",2,1,923,"20.2%",1,"20181218",0.05
"H",2,2,299,"30.8%",1,"20181218",0.05
"H",2,12,1192,"18.8%",1,"20181218",0.05
"H",3,1,3595,"9.6%",1,"20181218",0.05
"H",3,2,9339,"7.9%",1,"20181218",0.05
"H",3,12,12964,"7%",1,"20181218",0.05
"H",4,1,985,"13%",1,"20181218",0.05
"H",4,2,366,"27.7%",1,"20181218",0.05
"H",4,12,1402,"10.8%",1,"20181218",0.05
"H",5,1,397,"29.2%",1,"20181218",0.05
"H",5,2,355,"26.2%",1,"20181218",0.05
"H",5,12,778,"17.3%",1,"20181218",0.05
"H",6,1,319,"34%",1,"20181218",0.05
"H",6,2,3850,"10%",1,"20181218",0.05
"H",6,12,4189,"9.1%",1,"20181218",0.05
"H",7,1,885,"19.4%",1,"20181218",0.05
"H",7,2,172,"45.3%",1,"20181218",0.05
"H",7,12,1086,"17.1%",1,"20181218",0.05
"H",8,1,62,"60.9%",1,"20181218",0.05
"H",8,2,324,"30.5%",1,"20181218",0.05
"H",8,12,388,"27.4%",1,"20181218",0.05
"H",9,1,1512,"12.2%",1,"20181218",0.05
"H",9,2,198,"32.5%",1,"20181218",0.05
"H",9,12,1684,"11.5%",1,"20181218",0.05
"H",10,1,90,"44.2%",1,"20181218",0.05
"H",10,2,75,"51.5%",1,"20181218",0.05
"H",10,12,167,"30.7%",1,"20181218",0.05
"H",11,1,63,"88.4%",1,"20181218",0.05
"H",11,2,42,"83.5%",1,"20181218",0.05
"H",11,12,116,"60.7%",1,"20181218",0.05
"H",12,1,1290,"14%",1,"20181218",0.05
"H",12,2,215,"38.2%",1,"20181218",0.05
"H",12,12,1540,"11.9%",1,"20181218",0.05
"H",13,1,1069,"15.2%",1,"20181218",0.05
"H",13,2,369,"29.8%",1,"20181218",0.05
"H",13,12,1436,"13%",1,"20181218",0.05
"H",14,1,19709,"5.8%",1,"20181218",0.05
"H",14,2,8758,"6.8%",1,"20181218",0.05
"H",14,12,28528,"5.4%",1,"20181218",0.05
"H",15,1,3286,"9.1%",1,"20181218",0.05
"H",15,2,259,"27.1%",1,"20181218",0.05
"H",15,12,3540,"9.4%",1,"20181218",0.05
"H",16,1,2137,"12.1%",1,"20181218",0.05
"H",16,2,613,"23.8%",1,"20181218",0.05
"H",16,12,2791,"10.5%",1,"20181218",0.05
"H",17,1,681,"21.1%",1,"20181218",0.05
"H",17,2,186,"43%",1,"20181218",0.05
"H",17,12,864,"17.6%",1,"20181218",0.05
"H",18,1,2787,"10.6%",1,"20181218",0.05
"H",18,2,4131,"7.6%",1,"20181218",0.05
"H",18,12,6908,"6.9%",1,"20181218",0.05
"H",19,1,4304,"8.4%",1,"20181218",0.05
"H",19,2,330,"28.5%",1,"20181218",0.05
"H",19,12,4579,"8.5%",1,"20181218",0.05
"H",20,1,1775,"14.9%",1,"20181218",0.05
"H",20,2,2787,"11.3%",1,"20181218",0.05
"H",20,12,4593,"10.1%",1,"20181218",0.05
"H",21,1,2457,"13.2%",1,"20181218",0.05
"H",21,2,480,"30.8%",1,"20181218",0.05
"H",21,12,3043,"12.1%",1,"20181218",0.05
"H",22,1,5544,"9.4%",1,"20181218",0.05
"H",22,2,415,"24.6%",1,"20181218",0.05
"H",22,12,5929,"9.2%",1,"20181218",0.05
"H",23,1,2824,"11%",1,"20181218",0.05
"H",23,2,2323,"11.8%",1,"20181218",0.05
"H",23,12,5031,"8.3%",1,"20181218",0.05
"H",24,1,2675,"11.8%",1,"20181218",0.05
"H",24,2,917,"17.5%",1,"20181218",0.05
"H",24,12,3685,"9.9%",1,"20181218",0.05
"H",25,1,2480,"9.8%",1,"20181218",0.05
"H",25,2,331,"30.6%",1,"20181218",0.05
"H",25,12,2804,"9.8%",1,"20181218",0.05
"H",26,1,4484,"9.7%",1,"20181218",0.05
"H",26,2,4068,"10.5%",1,"20181218",0.05
"H",26,12,8538,"8.2%",1,"20181218",0.05
"H",27,1,3924,"10.7%",1,"20181218",0.05
"H",27,2,388,"27.9%",1,"20181218",0.05
"H",27,12,4285,"9.8%",1,"20181218",0.05
"H",28,1,55,"66.3%",1,"20181218",0.05
"H",28,2,4,"717.2%",1,"20181218",0.05
"H",28,12,64,"73%",1,"20181218",0.05
"H",29,1,20,"216.5%",1,"20181218",0.05
"H",29,2,729,"18.5%",1,"20181218",0.05
"H",29,12,768,"17.8%",1,"20181218",0.05
"H",30,1,185,"36.2%",1,"20181218",0.05
"H",30,2,309,"30.8%",1,"20181218",0.05
"H",30,12,511,"22%",1,"20181218",0.05
"H",31,1,169,"54.5%",1,"20181218",0.05
"H",31,2,443,"26.6%",1,"20181218",0.05
"H",31,12,606,"24.5%",1,"20181218",0.05
"H",32,1,14,"252.4%",1,"20181218",0.05
"H",32,2,239,"36.4%",1,"20181218",0.05
"H",32,12,284,"35.7%",1,"20181218",0.05
"H",33,1,155,"56.1%",1,"20181218",0.05
"H",33,2,161,"53.2%",1,"20181218",0.05
"H",33,12,325,"36.4%",1,"20181218",0.05
"H",34,1,723,"21.7%",1,"20181218",0.05
"H",34,2,7466,"8.7%",1,"20181218",0.05
"H",34,12,8162,"8.5%",1,"20181218",0.05
"H",35,1,233,"41.4%",1,"20181218",0.05
"H",35,2,360,"30.4%",1,"20181218",0.05
"H",35,12,619,"21.9%",1,"20181218",0.05
"H",36,1,375,"33.8%",1,"20181218",0.05
"H",36,2,248,"38.5%",1,"20181218",0.05
"H",36,12,609,"29.9%",1,"20181218",0.05
"H",1,1,75,"63.1%",2,"20181218",0.05
"H",1,2,49,"80.1%",2,"20181218",0.05
"H",1,12,128,"45%",2,"20181218",0.05
"H",2,1,787,"19.9%",2,"20181218",0.05
"H",2,2,253,"43.1%",2,"20181218",0.05
"H",2,12,1012,"21.4%",2,"20181218",0.05
"H",3,1,3430,"11.3%",2,"20181218",0.05
"H",3,2,8796,"6.6%",2,"20181218",0.05
"H",3,12,12207,"6.6%",2,"20181218",0.05
"H",4,1,917,"18%",2,"20181218",0.05
"H",4,2,351,"30.1%",2,"20181218",0.05
"H",4,12,1281,"16%",2,"20181218",0.05
"H",5,1,367,"27.5%",2,"20181218",0.05
"H",5,2,396,"19.8%",2,"20181218",0.05
"H",5,12,775,"17.5%",2,"20181218",0.05
"H",6,1,368,"24.6%",2,"20181218",0.05
"H",6,2,3817,"7.6%",2,"20181218",0.05
"H",6,12,4163,"7.1%",2,"20181218",0.05
"H",7,1,844,"19.7%",2,"20181218",0.05
"H",7,2,163,"40%",2,"20181218",0.05
"H",7,12,1018,"16.6%",2,"20181218",0.05
"H",8,1,65,"52.7%",2,"20181218",0.05
"H",8,2,290,"26.7%",2,"20181218",0.05
"H",8,12,364,"22.7%",2,"20181218",0.05
"H",9,1,1420,"14.2%",2,"20181218",0.05
"H",9,2,172,"44.2%",2,"20181218",0.05
"H",9,12,1607,"13.5%",2,"20181218",0.05
"H",10,1,114,"46.8%",2,"20181218",0.05
"H",10,2,75,"57.3%",2,"20181218",0.05
"H",10,12,194,"36.3%",2,"20181218",0.05
"H",11,1,48,"87.8%",2,"20181218",0.05
"H",11,2,56,"75%",2,"20181218",0.05
"H",11,12,121,"43.6%",2,"20181218",0.05
"H",12,1,1346,"16.8%",2,"20181218",0.05
"H",12,2,241,"30.9%",2,"20181218",0.05
"H",12,12,1565,"16.5%",2,"20181218",0.05
"H",13,1,1149,"16.6%",2,"20181218",0.05
"H",13,2,398,"29.5%",2,"20181218",0.05
"H",13,12,1553,"13.2%",2,"20181218",0.05
"H",14,1,21070,"6%",2,"20181218",0.05
"H",14,2,9645,"6.5%",2,"20181218",0.05
"H",14,12,30740,"4.7%",2,"20181218",0.05
"H",15,1,3441,"9.5%",2,"20181218",0.05
"H",15,2,245,"42.7%",2,"20181218",0.05
"H",15,12,3685,"9.8%",2,"20181218",0.05
"H",16,1,2194,"10.5%",2,"20181218",0.05
"H",16,2,680,"20.3%",2,"20181218",0.05
"H",16,12,2860,"9.3%",2,"20181218",0.05
"H",17,1,591,"25.6%",2,"20181218",0.05
"H",17,2,185,"37.9%",2,"20181218",0.05
"H",17,12,823,"20.2%",2,"20181218",0.05
"H",18,1,2803,"11.3%",2,"20181218",0.05
"H",18,2,4192,"8.9%",2,"20181218",0.05
"H",18,12,7006,"6.8%",2,"20181218",0.05
"H",19,1,4281,"10%",2,"20181218",0.05
"H",19,2,288,"39.5%",2,"20181218",0.05
"H",19,12,4678,"9.4%",2,"20181218",0.05
"H",20,1,1752,"12.5%",2,"20181218",0.05
"H",20,2,2834,"12.4%",2,"20181218",0.05
"H",20,12,4633,"8.3%",2,"20181218",0.05
"H",21,1,2729,"10.3%",2,"20181218",0.05
"H",21,2,545,"23.6%",2,"20181218",0.05
"H",21,12,3248,"9.5%",2,"20181218",0.05
"H",22,1,5922,"6.6%",2,"20181218",0.05
"H",22,2,460,"25.4%",2,"20181218",0.05
"H",22,12,6359,"6.3%",2,"20181218",0.05
"H",23,1,3124,"9.6%",2,"20181218",0.05
"H",23,2,2616,"10.9%",2,"20181218",0.05
"H",23,12,5640,"7.2%",2,"20181218",0.05
"H",24,1,3050,"10.3%",2,"20181218",0.05
"H",24,2,1073,"16.6%",2,"20181218",0.05
"H",24,12,4080,"9.3%",2,"20181218",0.05
"H",25,1,2694,"11.4%",2,"20181218",0.05
"H",25,2,422,"25.5%",2,"20181218",0.05
"H",25,12,3109,"10%",2,"20181218",0.05
"H",26,1,4778,"9%",2,"20181218",0.05
"H",26,2,4563,"9.1%",2,"20181218",0.05
"H",26,12,9439,"6.8%",2,"20181218",0.05
"H",27,1,4262,"8.7%",2,"20181218",0.05
"H",27,2,422,"25%",2,"20181218",0.05
"H",27,12,4648,"8.8%",2,"20181218",0.05
"H",28,1,49,"115.8%",2,"20181218",0.05
"H",28,2,0,"Inf%",2,"20181218",0.05
"H",28,12,57,"102.2%",2,"20181218",0.05
"H",29,1,36,"88.9%",2,"20181218",0.05
"H",29,2,738,"21.6%",2,"20181218",0.05
"H",29,12,776,"21%",2,"20181218",0.05
"H",30,1,181,"44.1%",2,"20181218",0.05
"H",30,2,352,"31.2%",2,"20181218",0.05
"H",30,12,556,"22.4%",2,"20181218",0.05
"H",31,1,218,"39.6%",2,"20181218",0.05
"H",31,2,440,"31.2%",2,"20181218",0.05
