"calcurve","nuc_nb","transition","mean","cv","nb_calcurve","date","level"
"D",21,2,7079,"75.4%",3,"20181218",1
"D",21,12,44295,"76.1%",3,"20181218",1
"D",22,1,114536,"64.9%",3,"20181218",1
"D",22,2,7483,"65.5%",3,"20181218",1
"D",22,12,122019,"64.9%",3,"20181218",1
"D",23,1,40364,"81.2%",3,"20181218",1
"D",23,2,33102,"80%",3,"20181218",1
"D",23,12,73466,"80.6%",3,"20181218",1
"D",24,1,26734,"119.1%",3,"20181218",1
"D",24,2,7221,"109.6%",3,"20181218",1
"D",24,12,33955,"117%",3,"20181218",1
"D",25,1,30217,"117.8%",3,"20181218",1
"D",25,2,5584,"92.3%",3,"20181218",1
"D",25,12,35802,"113.7%",3,"20181218",1
"D",26,1,52168,"121.3%",3,"20181218",1
"D",26,2,45987,"124.8%",3,"20181218",1
"D",26,12,94034,"128.1%",3,"20181218",1
"D",27,1,62266,"88.8%",3,"20181218",1
"D",27,2,3611,"139.8%",3,"20181218",1
"D",27,12,62958,"95.8%",3,"20181218",1
"D",28,1,187,"88.6%",3,"20181218",1
"D",28,2,36,"220%",3,"20181218",1
"D",28,12,243,"93.4%",3,"20181218",1
"D",29,1,252,"84.6%",3,"20181218",1
"D",29,2,2536,"143.4%",3,"20181218",1
"D",29,12,2634,"145.6%",3,"20181218",1
"D",30,1,1139,"99.4%",3,"20181218",1
"D",30,2,2383,"89.2%",3,"20181218",1
"D",30,12,3019,"106.9%",3,"20181218",1
"D",31,1,1011,"88.8%",3,"20181218",1
"D",35,12,4158,"148.2%",3,"20181218",1
"D",36,1,15656,"75.2%",3,"20181218",1
"D",32,1,124,"157.8%",3,"20181218",1
"D",32,2,1596,"100.2%",3,"20181218",1
"D",32,12,1641,"108.3%",3,"20181218",1
"D",33,1,1164,"147.8%",3,"20181218",1
"D",33,2,1558,"107.4%",3,"20181218",1
"D",33,12,2722,"124%",3,"20181218",1
"D",34,1,4648,"134%",3,"20181218",1
"D",34,2,51254,"132.1%",3,"20181218",1
"D",34,12,55902,"132.2%",3,"20181218",1
"D",35,1,1917,"164%",3,"20181218",1
"D",35,2,2241,"135.5%",3,"20181218",1
"D",36,2,10712,"72.1%",3,"20181218",1
"D",36,12,26368,"73.8%",3,"20181218",1
"E",1,1,842,"23.1%",1,"20181217",0.5
"E",1,2,475,"25.1%",1,"20181217",0.5
"E",6,12,52695,"2.5%",1,"20181217",0.5
"E",7,1,10587,"5.6%",1,"20181217",0.5
"E",7,2,1921,"12.2%",1,"20181217",0.5
"E",7,12,12487,"4.7%",1,"20181217",0.5
"E",8,1,721,"18.7%",1,"20181217",0.5
"E",8,2,3688,"9%",1,"20181217",0.5
"E",8,12,4423,"8.4%",1,"20181217",0.5
"E",9,1,17383,"3.9%",1,"20181217",0.5
"E",9,2,2221,"11.2%",1,"20181217",0.5
"E",9,12,19623,"3.4%",1,"20181217",0.5
"E",10,1,957,"15.7%",1,"20181217",0.5
"E",10,2,731,"20.4%",1,"20181217",0.5
"E",10,12,1699,"14.3%",1,"20181217",0.5
"E",11,1,783,"19%",1,"20181217",0.5
"E",11,2,726,"22.6%",1,"20181217",0.5
"E",11,12,1532,"12.6%",1,"20181217",0.5
"E",12,1,18064,"4.4%",1,"20181217",0.5
"E",12,2,3011,"9.7%",1,"20181217",0.5
"E",12,12,21000,"4.4%",1,"20181217",0.5
"E",13,1,14708,"4.9%",1,"20181217",0.5
"E",13,2,4955,"7.6%",1,"20181217",0.5
"E",13,12,19601,"4.1%",1,"20181217",0.5
"E",14,1,289241,"2.3%",1,"20181217",0.5
"E",14,2,126223,"2.6%",1,"20181217",0.5
"E",14,12,415326,"2.2%",1,"20181217",0.5
"E",1,12,1355,"16.8%",1,"20181217",0.5
"E",2,1,1939,"11.8%",1,"20181217",0.5
"E",2,2,3263,"9.9%",1,"20181217",0.5
"E",2,12,5238,"7.8%",1,"20181217",0.5
"E",3,1,43140,"3.6%",1,"20181217",0.5
"E",3,2,112609,"2.9%",1,"20181217",0.5
"E",3,12,155933,"2.8%",1,"20181217",0.5
"E",4,1,10336,"6%",1,"20181217",0.5
"E",4,2,2459,"11%",1,"20181217",0.5
"E",4,12,12739,"5.6%",1,"20181217",0.5
"E",5,1,3829,"8.3%",1,"20181217",0.5
"E",5,2,1774,"12.6%",1,"20181217",0.5
"E",5,12,5662,"6.1%",1,"20181217",0.5
"E",6,1,4799,"6.9%",1,"20181217",0.5
"E",6,2,47762,"2.8%",1,"20181217",0.5
"E",33,2,1999,"11%",1,"20181217",0.5
"E",33,12,4084,"7.5%",1,"20181217",0.5
"E",34,1,8325,"5.7%",1,"20181217",0.5
"E",34,2,87884,"3%",1,"20181217",0.5
"E",34,12,96047,"2.8%",1,"20181217",0.5
"E",35,1,3396,"10.7%",1,"20181217",0.5
"E",35,2,4115,"9.5%",1,"20181217",0.5
"E",35,12,7511,"7.3%",1,"20181217",0.5
"E",36,1,8532,"5.9%",1,"20181217",0.5
"E",36,2,5927,"8.5%",1,"20181217",0.5
"E",36,12,14432,"4.7%",1,"20181217",0.5
"E",1,1,4,"9594%",2,"20181217",0.5
"E",1,2,6,"3124.4%",2,"20181217",0.5
"E",1,12,18,"2975.7%",2,"20181217",0.5
"E",2,1,168,"471.5%",2,"20181217",0.5
"E",2,2,412,"302.5%",2,"20181217",0.5
"E",2,12,578,"351.1%",2,"20181217",0.5
"E",3,1,3391,"499.4%",2,"20181217",0.5
"E",3,2,13328,"329.2%",2,"20181217",0.5
"E",3,12,17579,"345.7%",2,"20181217",0.5
"E",4,1,1214,"331.1%",2,"20181217",0.5
"E",4,2,120,"874.1%",2,"20181217",0.5
"E",4,12,1214,"416.8%",2,"20181217",0.5
"E",5,1,495,"302.5%",2,"20181217",0.5
"E",5,2,322,"248.7%",2,"20181217",0.5
"E",5,12,708,"321.5%",2,"20181217",0.5
"E",6,1,968,"192%",2,"20181217",0.5
"E",6,2,7468,"249.5%",2,"20181217",0.5
"E",6,12,8395,"243.5%",2,"20181217",0.5
"E",7,1,1301,"328.1%",2,"20181217",0.5
"E",7,2,251,"317.4%",2,"20181217",0.5
"E",7,12,1552,"325.2%",2,"20181217",0.5
"E",8,1,170,"177%",2,"20181217",0.5
"E",8,2,427,"359.5%",2,"20181217",0.5
"E",8,12,597,"305%",2,"20181217",0.5
"E",9,1,3363,"207.9%",2,"20181217",0.5
"E",9,2,407,"226.6%",2,"20181217",0.5
"E",9,12,3844,"205.1%",2,"20181217",0.5
"E",10,1,283,"143.1%",2,"20181217",0.5
"E",10,2,161,"192.7%",2,"20181217",0.5
"E",10,12,546,"128.4%",2,"20181217",0.5
"E",11,1,76,"422.3%",2,"20181217",0.5
"E",11,2,27,"1080.9%",2,"20181217",0.5
"E",11,12,168,"358.2%",2,"20181217",0.5
"E",12,1,4517,"155.5%",2,"20181217",0.5
"E",12,2,872,"134.8%",2,"20181217",0.5
"E",12,12,5863,"139.5%",2,"20181217",0.5
"E",13,1,7840,"74%",2,"20181217",0.5
"E",13,2,2932,"71.8%",2,"20181217",0.5
"E",13,12,11193,"70.3%",2,"20181217",0.5
"E",14,1,92402,"128.6%",2,"20181217",0.5
"E",14,2,39634,"130.5%",2,"20181217",0.5
"E",14,12,132037,"129.1%",2,"20181217",0.5
"E",15,1,12869,"144.4%",2,"20181217",0.5
"E",15,2,558,"236.1%",2,"20181217",0.5
"E",15,12,13427,"147.9%",2,"20181217",0.5
"E",16,1,8244,"136.1%",2,"20181217",0.5
"E",16,2,1909,"187.9%",2,"20181217",0.5
"E",16,12,9547,"154.4%",2,"20181217",0.5
"E",17,1,1179,"296.1%",2,"20181217",0.5
"E",17,2,295,"326.5%",2,"20181217",0.5
"E",17,12,1474,"300.8%",2,"20181217",0.5
"E",18,1,9886,"152.4%",2,"20181217",0.5
"E",18,2,14149,"163.5%",2,"20181217",0.5
"E",18,12,24035,"158.8%",2,"20181217",0.5
"E",19,1,13037,"185.1%",2,"20181217",0.5
"E",15,1,45653,"3.5%",1,"20181217",0.5
"E",15,2,3243,"12.3%",1,"20181217",0.5
"E",15,12,48916,"3.6%",1,"20181217",0.5
"E",16,1,29028,"4.5%",1,"20181217",0.5
"E",16,2,8926,"6.3%",1,"20181217",0.5
"E",16,12,37982,"4.1%",1,"20181217",0.5
"E",17,1,8829,"6.1%",1,"20181217",0.5
"E",17,2,2359,"11.6%",1,"20181217",0.5
"E",17,12,11141,"6.1%",1,"20181217",0.5
"E",18,1,37642,"4.3%",1,"20181217",0.5
"E",18,2,56278,"2.8%",1,"20181217",0.5
"E",18,12,94163,"2.9%",1,"20181217",0.5
"E",19,1,58955,"3.3%",1,"20181217",0.5
"E",19,2,4250,"9.6%",1,"20181217",0.5
"E",19,12,63312,"3.2%",1,"20181217",0.5
"E",20,1,23658,"4.3%",1,"20181217",0.5
"E",20,2,37131,"4.7%",1,"20181217",0.5
"E",20,12,61178,"3.6%",1,"20181217",0.5
"E",21,1,34682,"4.2%",1,"20181217",0.5
"E",21,2,6717,"7.7%",1,"20181217",0.5
"E",21,12,41715,"4.2%",1,"20181217",0.5
"E",22,1,81112,"4%",1,"20181217",0.5
"E",22,2,5551,"7%",1,"20181217",0.5
"E",22,12,86320,"3.9%",1,"20181217",0.5
"E",23,1,39458,"11.7%",1,"20181217",0.5
"E",23,2,32850,"12.4%",1,"20181217",0.5
"E",23,12,72628,"11.8%",1,"20181217",0.5
"E",24,1,38384,"14.8%",1,"20181217",0.5
"E",24,2,10686,"15.2%",1,"20181217",0.5
"E",24,12,49252,"14.6%",1,"20181217",0.5
"E",25,1,37605,"14.6%",1,"20181217",0.5
"E",25,2,5368,"17.1%",1,"20181217",0.5
"E",25,12,42716,"14.8%",1,"20181217",0.5
"E",26,1,67749,"14.7%",1,"20181217",0.5
"E",26,2,61457,"4.2%",1,"20181217",0.5
"E",26,12,129700,"8.5%",1,"20181217",0.5
"E",27,1,58940,"4%",1,"20181217",0.5
"E",27,2,5347,"7.6%",1,"20181217",0.5
"E",27,12,64403,"3.9%",1,"20181217",0.5
"E",28,1,519,"30.3%",1,"20181217",0.5
"E",28,2,209,"47.5%",1,"20181217",0.5
"E",28,12,714,"26.3%",1,"20181217",0.5
"E",29,1,518,"30.2%",1,"20181217",0.5
"E",29,2,10078,"6%",1,"20181217",0.5
"E",29,12,10525,"6%",1,"20181217",0.5
"E",30,1,2462,"14.2%",1,"20181217",0.5
"E",30,2,4521,"8.3%",1,"20181217",0.5
"E",30,12,6960,"8.4%",1,"20181217",0.5
"E",31,1,2166,"10.2%",1,"20181217",0.5
"E",31,2,4078,"9.3%",1,"20181217",0.5
"E",31,12,6178,"7.1%",1,"20181217",0.5
"E",32,1,325,"37%",1,"20181217",0.5
"E",32,2,3606,"10%",1,"20181217",0.5
"E",32,12,3956,"9.4%",1,"20181217",0.5
"E",33,1,2113,"12.7%",1,"20181217",0.5
"E",1,1,670,"30.4%",1,"20181218",0.5
"E",1,2,396,"32.8%",1,"20181218",0.5
"E",1,12,1066,"28.3%",1,"20181218",0.5
"E",2,1,1547,"28.8%",1,"20181218",0.5
"E",2,2,2560,"24.6%",1,"20181218",0.5
"E",2,12,4202,"24.4%",1,"20181218",0.5
"E",3,1,34760,"23.1%",1,"20181218",0.5
"E",3,2,89664,"21.9%",1,"20181218",0.5
"E",3,12,125543,"22%",1,"20181218",0.5
"E",4,1,8146,"23.3%",1,"20181218",0.5
"E",4,2,1833,"26.4%",1,"20181218",0.5
"E",4,12,10082,"22.9%",1,"20181218",0.5
"E",5,1,2952,"23.5%",1,"20181218",0.5
"E",5,2,1304,"28.1%",1,"20181218",0.5
"E",5,12,4282,"23.4%",1,"20181218",0.5
"E",6,1,3643,"21.3%",1,"20181218",0.5
"E",6,2,37858,"20.9%",1,"20181218",0.5
"E",6,12,41478,"20.8%",1,"20181218",0.5
"E",7,1,8479,"22.1%",1,"20181218",0.5
"E",7,2,1646,"28.1%",1,"20181218",0.5
"E",7,12,10151,"22.4%",1,"20181218",0.5
"E",8,1,586,"30.2%",1,"20181218",0.5
"E",8,2,2782,"24.4%",1,"20181218",0.5
"E",8,12,3360,"23.9%",1,"20181218",0.5
"E",9,1,14418,"21.2%",1,"20181218",0.5
"E",9,2,1958,"25.1%",1,"20181218",0.5
"E",9,12,16369,"21.4%",1,"20181218",0.5
"E",10,1,807,"26.9%",1,"20181218",0.5
"E",10,2,521,"28.7%",1,"20181218",0.5
"E",10,12,1342,"23.4%",1,"20181218",0.5
"E",11,1,565,"34.8%",1,"20181218",0.5
"E",11,2,518,"33.7%",1,"20181218",0.5
"E",11,12,1128,"28.9%",1,"20181218",0.5
"E",12,1,13974,"20.4%",1,"20181218",0.5
"E",12,2,2392,"22.4%",1,"20181218",0.5
"E",12,12,16397,"20.2%",1,"20181218",0.5
"E",13,1,11804,"18.8%",1,"20181218",0.5
"E",13,2,3956,"19.8%",1,"20181218",0.5
"E",13,12,15899,"18.3%",1,"20181218",0.5
"E",14,1,236595,"16.1%",1,"20181218",0.5
"E",14,2,104133,"17.2%",1,"20181218",0.5
"E",14,12,341393,"16.3%",1,"20181218",0.5
"E",15,1,36923,"16.6%",1,"20181218",0.5
"E",15,2,2479,"24%",1,"20181218",0.5
"E",15,12,39413,"16.8%",1,"20181218",0.5
"E",16,1,23406,"17.1%",1,"20181218",0.5
"E",16,2,7286,"20.7%",1,"20181218",0.5
"E",16,12,30678,"17.6%",1,"20181218",0.5
"E",17,1,6494,"19.9%",1,"20181218",0.5
"E",17,2,1665,"21.3%",1,"20181218",0.5
"E",17,12,8168,"19.3%",1,"20181218",0.5
"E",18,1,30490,"19%",1,"20181218",0.5
"E",18,2,46150,"16.2%",1,"20181218",0.5
"E",18,12,76402,"17.2%",1,"20181218",0.5
"E",19,1,48524,"19.1%",1,"20181218",0.5
"E",19,2,3556,"18.6%",1,"20181218",0.5
"E",19,12,51945,"18.9%",1,"20181218",0.5
"E",20,1,19616,"20.3%",1,"20181218",0.5
"E",20,2,30125,"17.4%",1,"20181218",0.5
"E",20,12,50026,"18.3%",1,"20181218",0.5
"E",21,1,29821,"18.9%",1,"20181218",0.5
"E",21,2,5536,"17.3%",1,"20181218",0.5
"E",21,12,35461,"18.3%",1,"20181218",0.5
"E",22,1,68644,"15.8%",1,"20181218",0.5
"E",22,2,4633,"18.1%",1,"20181218",0.5
"E",22,12,72893,"16%",1,"20181218",0.5
"E",23,1,34147,"15.8%",1,"20181218",0.5
"E",23,2,28396,"19.4%",1,"20181218",0.5
"E",23,12,62482,"17.1%",1,"20181218",0.5
"E",24,1,32285,"14.5%",1,"20181218",0.5
"E",24,2,8140,"17.2%",1,"20181218",0.5
"E",24,12,40722,"14.7%",1,"20181218",0.5
"E",25,1,32078,"15.1%",1,"20181218",0.5
"E",25,2,4767,"20.8%",1,"20181218",0.5
"E",25,12,37066,"15.5%",1,"20181218",0.5
"E",26,1,58605,"17.3%",1,"20181218",0.5
"E",26,2,53268,"16.9%",1,"20181218",0.5
"E",26,12,111451,"16.9%",1,"20181218",0.5
"E",27,1,50581,"16.2%",1,"20181218",0.5
"E",27,2,4631,"18.2%",1,"20181218",0.5
"E",27,12,54989,"16.3%",1,"20181218",0.5
"E",28,1,361,"39.9%",1,"20181218",0.5
"E",28,2,117,"47.4%",1,"20181218",0.5
"E",28,12,484,"36.1%",1,"20181218",0.5
"E",29,1,424,"36.8%",1,"20181218",0.5
"E",29,2,8812,"19.1%",1,"20181218",0.5
"E",29,12,9237,"19%",1,"20181218",0.5
"E",30,1,2159,"25%",1,"20181218",0.5
"E",30,2,3805,"21.4%",1,"20181218",0.5
"E",30,12,5942,"21.9%",1,"20181218",0.5
"E",31,1,1855,"22.5%",1,"20181218",0.5
"E",31,2,3614,"22.3%",1,"20181218",0.5
"E",31,12,5487,"21.2%",1,"20181218",0.5
"E",32,1,293,"37.8%",1,"20181218",0.5
"E",32,2,3118,"21.8%",1,"20181218",0.5
"E",32,12,3404,"21.8%",1,"20181218",0.5
"E",33,1,1537,"22%",1,"20181218",0.5
"E",33,2,1592,"22.1%",1,"20181218",0.5
"E",33,12,3129,"19.2%",1,"20181218",0.5
"E",34,1,7605,"17.9%",1,"20181218",0.5
"E",34,2,78505,"16.2%",1,"20181218",0.5
"E",34,12,86089,"16.2%",1,"20181218",0.5
"E",35,1,2871,"17.8%",1,"20181218",0.5
"E",35,2,3472,"19%",1,"20181218",0.5
"E",35,12,6370,"16.9%",1,"20181218",0.5
"E",36,1,6819,"12.3%",1,"20181218",0.5
"E",36,2,4715,"13.6%",1,"20181218",0.5
"E",36,12,11720,"11.3%",1,"20181218",0.5
"E",1,1,517,"35.8%",2,"20181218",0.5
"E",1,2,334,"36.9%",2,"20181218",0.5
"E",1,12,864,"32.3%",2,"20181218",0.5
"E",2,1,1366,"32.2%",2,"20181218",0.5
"E",2,2,2422,"31.2%",2,"20181218",0.5
"E",2,12,3807,"30.1%",2,"20181218",0.5
"E",3,1,31248,"28.4%",2,"20181218",0.5
"E",3,2,80987,"27.7%",2,"20181218",0.5
"E",3,12,112446,"27.7%",2,"20181218",0.5
"E",4,1,6954,"28%",2,"20181218",0.5
"E",4,2,1582,"29.5%",2,"20181218",0.5
"E",4,12,8661,"27%",2,"20181218",0.5
"E",5,1,2407,"28.1%",2,"20181218",0.5
"E",5,2,1066,"31.2%",2,"20181218",0.5
"E",5,12,3488,"27.5%",2,"20181218",0.5
"E",6,1,3616,"28.9%",2,"20181218",0.5
"E",6,2,36473,"25.5%",2,"20181218",0.5
"E",6,12,39953,"25.7%",2,"20181218",0.5
"E",7,1,8201,"29.2%",2,"20181218",0.5
"E",7,2,1447,"33.4%",2,"20181218",0.5
"E",7,12,9667,"29.4%",2,"20181218",0.5
"E",8,1,528,"33.7%",2,"20181218",0.5
"E",8,2,2624,"31.5%",2,"20181218",0.5
"E",8,12,3139,"30.9%",2,"20181218",0.5
"E",9,1,12691,"30.5%",2,"20181218",0.5
"E",9,2,1683,"32.1%",2,"20181218",0.5
"E",9,12,14546,"30%",2,"20181218",0.5
"E",10,1,708,"32.7%",2,"20181218",0.5
"E",10,2,516,"30.9%",2,"20181218",0.5
"E",10,12,1284,"26.9%",2,"20181218",0.5
"E",11,1,502,"37.8%",2,"20181218",0.5
"E",11,2,457,"38.4%",2,"20181218",0.5
"E",11,12,970,"33.3%",2,"20181218",0.5
"E",12,1,13125,"26.8%",2,"20181218",0.5
"E",12,2,2171,"28.9%",2,"20181218",0.5
"E",12,12,15453,"26.5%",2,"20181218",0.5
"E",13,1,11811,"24%",2,"20181218",0.5
"E",13,2,4098,"25.3%",2,"20181218",0.5
"E",13,12,15686,"24.4%",2,"20181218",0.5
"E",14,1,238799,"27%",2,"20181218",0.5
"E",14,2,103818,"27.2%",2,"20181218",0.5
"E",14,12,343318,"27%",2,"20181218",0.5
"E",15,1,36531,"25.1%",2,"20181218",0.5
"E",15,2,2398,"29.3%",2,"20181218",0.5
"E",15,12,39119,"25%",2,"20181218",0.5
"E",16,1,22430,"24.3%",2,"20181218",0.5
"E",16,2,6834,"27.6%",2,"20181218",0.5
"E",16,12,29428,"24.7%",2,"20181218",0.5
"E",17,1,5664,"29.1%",2,"20181218",0.5
"E",17,2,1501,"33%",2,"20181218",0.5
"E",17,12,7246,"28.8%",2,"20181218",0.5
"E",18,1,29114,"25.9%",2,"20181218",0.5
"E",18,2,44677,"26.7%",2,"20181218",0.5
"E",18,12,74217,"26%",2,"20181218",0.5
"E",19,1,46417,"26.5%",2,"20181218",0.5
"E",19,2,3244,"29.8%",2,"20181218",0.5
"E",19,12,50157,"26.3%",2,"20181218",0.5
"E",20,1,18866,"27.6%",2,"20181218",0.5
"E",20,2,29716,"27.5%",2,"20181218",0.5
"E",20,12,48467,"27.5%",2,"20181218",0.5
"E",21,1,28838,"26%",2,"20181218",0.5
"E",21,2,5538,"26.9%",2,"20181218",0.5
"E",21,12,34674,"25.8%",2,"20181218",0.5
"E",22,1,66980,"26.1%",2,"20181218",0.5
"E",22,2,4513,"28.7%",2,"20181218",0.5
"E",22,12,71205,"26.3%",2,"20181218",0.5
"E",23,1,33756,"25.2%",2,"20181218",0.5
"E",23,2,27855,"24.5%",2,"20181218",0.5
"E",23,12,62263,"24.5%",2,"20181218",0.5
"E",24,1,32552,"26%",2,"20181218",0.5
"E",24,2,8021,"27.3%",2,"20181218",0.5
"E",24,12,40721,"26%",2,"20181218",0.5
"E",25,1,32096,"22.7%",2,"20181218",0.5
"E",25,2,4610,"24.5%",2,"20181218",0.5
"E",25,12,36781,"22.6%",2,"20181218",0.5
"E",26,1,58031,"23.3%",2,"20181218",0.5
"E",26,2,52211,"23.6%",2,"20181218",0.5
"E",26,12,110033,"23.4%",2,"20181218",0.5
"E",27,1,50508,"23.6%",2,"20181218",0.5
"E",27,2,4541,"25%",2,"20181218",0.5
"E",19,2,666,"269.2%",2,"20181217",0.5
"E",19,12,13704,"189%",2,"20181217",0.5
"E",20,1,3851,"252.3%",2,"20181217",0.5
"E",20,2,14321,"104.7%",2,"20181217",0.5
"E",20,12,22290,"110.2%",2,"20181217",0.5
"E",21,1,18804,"82.6%",2,"20181217",0.5
"E",21,2,3926,"75.4%",2,"20181217",0.5
"E",21,12,22880,"80.6%",2,"20181217",0.5
"E",22,1,22421,"164.2%",2,"20181217",0.5
"E",22,2,1548,"158.6%",2,"20181217",0.5
"E",22,12,23969,"163.8%",2,"20181217",0.5
"E",23,1,17199,"108.4%",2,"20181217",0.5
"E",23,2,20453,"73.7%",2,"20181217",0.5
"E",23,12,37652,"89.4%",2,"20181217",0.5
"E",24,1,27650,"64.2%",2,"20181217",0.5
"E",24,2,2968,"154.3%",2,"20181217",0.5
"E",24,12,30081,"73.7%",2,"20181217",0.5
"E",25,1,6866,"228.7%",2,"20181217",0.5
"E",25,2,2114,"122.5%",2,"20181217",0.5
"E",25,12,16710,"107.7%",2,"20181217",0.5
"E",26,1,22628,"170.9%",2,"20181217",0.5
"E",26,2,32069,"92.9%",2,"20181217",0.5
"E",26,12,44295,"152.8%",2,"20181217",0.5
"E",27,1,36885,"70.9%",2,"20181217",0.5
"E",27,2,3443,"72.4%",2,"20181217",0.5
"E",27,12,40328,"70.9%",2,"20181217",0.5
"E",28,1,140,"140.4%",2,"20181217",0.5
"E",28,2,10,"900.8%",2,"20181217",0.5
"E",28,12,141,"189.9%",2,"20181217",0.5
"E",29,1,122,"212%",2,"20181217",0.5
"E",29,2,2626,"178%",2,"20181217",0.5
"E",29,12,2748,"178.7%",2,"20181217",0.5
"E",30,1,334,"342%",2,"20181217",0.5
"E",30,2,1491,"161.7%",2,"20181217",0.5
"E",30,12,1825,"187.8%",2,"20181217",0.5
"E",31,1,108,"1037.5%",2,"20181217",0.5
"E",31,2,1044,"190.8%",2,"20181217",0.5
"E",31,12,1394,"222.1%",2,"20181217",0.5
"E",32,1,12,"1219.5%",2,"20181217",0.5
"E",32,2,214,"708.6%",2,"20181217",0.5
"E",32,12,222,"747.4%",2,"20181217",0.5
"E",33,1,131,"695.9%",2,"20181217",0.5
"E",33,2,203,"416.2%",2,"20181217",0.5
"E",33,12,361,"480.7%",2,"20181217",0.5
"E",34,1,547,"655.8%",2,"20181217",0.5
"E",34,2,5737,"666.5%",2,"20181217",0.5
"E",34,12,6284,"665.1%",2,"20181217",0.5
"E",35,1,124,"1232.9%",2,"20181217",0.5
"E",35,2,328,"531.3%",2,"20181217",0.5
"E",35,12,452,"716.5%",2,"20181217",0.5
"E",36,1,1832,"226.8%",2,"20181217",0.5
"E",36,2,1119,"248.9%",2,"20181217",0.5
"E",36,12,2951,"234.5%",2,"20181217",0.5
"E",1,1,735,"20%",3,"20181217",0.5
"E",1,2,417,"28.6%",3,"20181217",0.5
"E",1,12,1138,"18.4%",3,"20181217",0.5
"E",2,1,1856,"13.3%",3,"20181217",0.5
"E",2,2,2869,"10.7%",3,"20181217",0.5
"E",2,12,4726,"8.6%",3,"20181217",0.5
"E",3,1,38538,"5.2%",3,"20181217",0.5
"E",3,2,99926,"4.4%",3,"20181217",0.5
"E",3,12,138782,"4.4%",3,"20181217",0.5
"E",4,1,8911,"6.9%",3,"20181217",0.5
"E",4,2,2417,"11.2%",3,"20181217",0.5
"E",4,12,11390,"5.9%",3,"20181217",0.5
"E",5,1,3504,"10%",3,"20181217",0.5
"E",5,2,1897,"13.1%",3,"20181217",0.5
"E",5,12,5423,"9.3%",3,"20181217",0.5
"E",6,1,4067,"10%",3,"20181217",0.5
"E",6,2,42361,"5.4%",3,"20181217",0.5
"E",6,12,46616,"5.3%",3,"20181217",0.5
"E",7,1,9681,"7.2%",3,"20181217",0.5
"E",7,2,1842,"12.1%",3,"20181217",0.5
"E",7,12,11496,"6.6%",3,"20181217",0.5
"E",8,1,689,"20.9%",3,"20181217",0.5
"E",8,2,3268,"9.5%",3,"20181217",0.5
"E",8,12,3958,"8.6%",3,"20181217",0.5
"E",9,1,15352,"6%",3,"20181217",0.5
"E",9,2,2104,"13.4%",3,"20181217",0.5
"E",9,12,17552,"5.7%",3,"20181217",0.5
"E",10,1,829,"17.6%",3,"20181217",0.5
"E",10,2,642,"24.5%",3,"20181217",0.5
"E",10,12,1482,"16.8%",3,"20181217",0.5
"E",11,1,647,"25.7%",3,"20181217",0.5
"E",11,2,568,"23.3%",3,"20181217",0.5
"E",11,12,1221,"21%",3,"20181217",0.5
"E",12,1,15547,"6.5%",3,"20181217",0.5
"E",12,2,2518,"13.2%",3,"20181217",0.5
"E",12,12,18020,"6.3%",3,"20181217",0.5
"E",13,1,13063,"7.6%",3,"20181217",0.5
"E",13,2,4299,"8.4%",3,"20181217",0.5
"E",13,12,17365,"7%",3,"20181217",0.5
"E",14,1,253384,"6.9%",3,"20181217",0.5
"E",14,2,110852,"6.7%",3,"20181217",0.5
"E",14,12,364762,"6.7%",3,"20181217",0.5
"E",15,1,39560,"6.8%",3,"20181217",0.5
"E",15,2,2756,"11.5%",3,"20181217",0.5
"E",15,12,42059,"6.5%",3,"20181217",0.5
"E",16,1,25110,"5.4%",3,"20181217",0.5
"E",16,2,7828,"8.4%",3,"20181217",0.5
"E",16,12,32884,"5.5%",3,"20181217",0.5
"E",17,1,7619,"8.4%",3,"20181217",0.5
"E",17,2,1944,"13%",3,"20181217",0.5
"E",17,12,9541,"7.1%",3,"20181217",0.5
"E",18,1,32687,"5.2%",3,"20181217",0.5
"E",18,2,49924,"5.9%",3,"20181217",0.5
"E",18,12,82694,"5.2%",3,"20181217",0.5
"E",19,1,52245,"4.9%",3,"20181217",0.5
"E",19,2,3813,"8.5%",3,"20181217",0.5
"E",19,12,55661,"4.8%",3,"20181217",0.5
"E",20,1,21542,"4.4%",3,"20181217",0.5
"E",20,2,33409,"5.5%",3,"20181217",0.5
"E",20,12,54953,"4.4%",3,"20181217",0.5
"E",21,1,32658,"6.9%",3,"20181217",0.5
"E",21,2,6226,"9.1%",3,"20181217",0.5
"E",21,12,39045,"6.8%",3,"20181217",0.5
"E",22,1,75792,"6%",3,"20181217",0.5
"E",22,2,5143,"10.5%",3,"20181217",0.5
"E",22,12,80946,"6%",3,"20181217",0.5
"E",23,1,36839,"6.4%",3,"20181217",0.5
"E",23,2,30632,"6.1%",3,"20181217",0.5
"E",23,12,67947,"5.8%",3,"20181217",0.5
"E",24,1,36028,"6.2%",3,"20181217",0.5
"E",24,2,9642,"8.8%",3,"20181217",0.5
"E",24,12,45923,"6.3%",3,"20181217",0.5
"E",25,1,34803,"5.4%",3,"20181217",0.5
"E",25,2,5142,"10.1%",3,"20181217",0.5
"E",25,12,39946,"5.3%",3,"20181217",0.5
"E",26,1,64148,"5.2%",3,"20181217",0.5
"E",26,2,58230,"5.6%",3,"20181217",0.5
"E",26,12,122430,"5.2%",3,"20181217",0.5
